Id,Attrition
139,0.7356820489537057
140,0.012723778791212892
141,0.21084420499433307
142,0.41670015461780796
143,0.17401044166693558
144,0.02236171660236069
145,0.26574246359126036
146,0.8702431349600163
147,0.5179100945858434
148,0.7263920891692139
149,0.21847838478059384
150,0.47035342428181504
151,0.4542444910046417
152,0.6161706154828647
153,0.16411936765669619
154,0.9248631637666007
155,0.029353942012502368
156,0.15704248864269504
157,0.14611871520242514
158,0.17661376354321692
159,0.0559964365377378
160,0.030651908666340176
161,0.7572539369683448
162,0.4199485227375735
163,0.2139770037910533
164,0.07012436513358956
165,0.10449614087379355
166,0.5000012736355184
167,0.33835066718200474
168,0.6589922057280236
169,0.04679638428694976
170,0.08679899727352192
171,0.1254247307540949
172,0.05730004872251433
173,0.222309040539439
174,0.36953890902192227
175,0.06088113040733288
176,0.4438495101457614
177,0.26543394889235633
178,0.7213983919371176
179,0.0003476854922948123
180,0.818280424597218
181,0.3375514879312919
182,0.7397454988169545
183,0.938676394451091
184,0.08067055658134292
185,0.9562493490127323
186,0.10543401746540859
187,0.10607579655857863
188,0.20017507788153208
189,0.1440147410936724
190,0.1293151338094379
191,0.18792174016281143
192,0.180151130877398
193,0.022136987826566992
194,0.48167501809374896
195,0.6904605316610138
196,0.6214432749092939
197,0.4144173536961077
198,0.37131919500640426
199,0.05248949976520118
200,0.40618786212143815
201,0.42527162245321043
202,0.642675308046879
203,0.9509335034806903
204,0.14222525306501754
205,0.38793511496966415
206,0.05456109606402729
207,0.7218432788905895
208,0.3051811001200611
209,0.2246386334905033
210,0.5685792885095561
211,0.7111368786246892
212,0.47757667915997826
213,0.3057731068863549
214,0.46593743059387954
215,0.8044231862780917
216,0.7453834086727903
217,0.8307687739888977
218,0.11484349922810515
219,0.31830343814653433
220,0.2549619961856926
221,0.39859424786593567
222,0.3111456655604518
223,0.4299773537040864
224,0.6752103065478616
225,0.44421098350455573
226,0.07297117532776588
227,0.6546108132144947
228,0.26495844943553887
229,0.2735902350914918
230,0.4292009977701778
231,0.543863341131701
232,0.20855440697314043
233,0.2548275470549645
234,0.5863973466601808
235,0.11781844610482081
236,0.25707319177191373
237,0.24078152714854542
238,0.045389458138200466
239,0.9226084911703606
240,0.3009042469463545
241,0.28868989379700194
242,0.03924119306769143
243,0.7294198578953986
244,0.4961450414966885
245,0.04436728261577517
246,0.030458076594002827
247,0.9583453767380415
248,0.17765934699846095
249,0.023189011011278838
250,0.03897420461900483
251,0.05105121129545591
252,0.026630789651549146
253,0.11814154830131164
254,0.20379418492351467
255,0.11295168207907293
256,0.9365607485937364
257,0.12433120866113369
258,0.44401371717955623
259,0.2905123255443915
260,0.7126752108092911
261,0.12302282234296621
262,0.18097311237947225
263,0.5045321777845821
264,0.8079255034572578
265,0.3965330881930223
266,0.5613169855991392
267,0.05463460592566251
268,0.1492807340545962
269,0.7995840539157822
270,0.27882229604938674
271,0.14437620460971834
272,0.7043311100132931
273,0.9631457383616451
274,0.5288499343907752
275,0.8274725762195857
276,0.30579924402112557
277,0.332497519030089
278,0.42850059355546666
279,0.20977815563447488
280,0.5481967475824848
281,0.656420891963164
282,0.585483855218697
283,0.22235887990042444
284,0.045637995451086835
285,0.6710580865738285
286,0.8790293637623916
287,0.16560044468059132
288,0.3295914008880816
289,0.07454567849198504
290,0.14281313567322534
291,0.7376643473294673
292,0.3274766893388568
293,0.22809004210834097
294,0.09360855914502732
295,0.07426054851227111
296,0.19836422979371784
297,0.13983654642347196
298,0.27975637269725284
299,0.9063443119887784
300,0.17766101276436563
301,0.1326165210751578
302,0.22439423231313363
303,0.15925113069507277
304,0.8542725590659964
305,0.09027714102817079
306,0.028716131316940258
307,0.5754280634788159
308,0.719153568597009
309,0.12444954163816756
310,0.10111757714608843
311,0.06020252172434393
312,0.7446827480078418
313,0.5423623770581323
314,0.4824781856616039
315,0.7364964965398011
316,0.45878347814368886
317,0.5372961128031206
318,0.361807574868524
319,0.11892699286710832
320,0.19388442521186836
321,0.17881662219832833
322,0.48066444835192784
323,0.10009242481609593
324,0.2552696939231752
325,0.7411109239416679
326,0.29521218505019753
327,0.6698816338136825
328,0.8864331684533701
329,0.7062867982540196
330,0.2876349528108438
331,0.12583809411746563
332,0.516563926040773
333,0.14051243757289208
334,0.1799044850223802
335,0.6605027351296013
336,0.004488995077549323
337,0.5934897753845079
338,0.25388032955332623
339,0.46177826266980443
340,0.8016991179103289
341,0.597128535572055
342,0.7897791646028056
343,0.018560066026631367
344,0.5839105126837109
345,0.44317729176779624
346,0.3467882832059699
347,0.48057088352294747
348,0.3264916033620767
349,0.04282165998701518
350,0.47259810684453407
351,0.08894766497798516
352,0.12291680106669572
353,0.5929824030544308
354,0.21742019159228576
355,0.05804633304060481
356,0.8189452722791721
357,0.7978204502800391
358,0.13413226657330307
359,0.1334505292795582
360,0.303330420182998
361,0.532976655921068
362,0.14290440887327086
363,0.10890006666264195
364,0.13761999794387073
365,0.791340705834076
366,0.1905460374292756
367,0.2714529287922508
368,0.29286330695403023
369,0.22001374271397572
370,0.2694631887391165
371,0.32755900210550626
372,0.16045293172902034
373,0.0840089929899449
374,0.7228575678030515
375,0.7584108270907718
376,0.2130990465305441
377,0.8750262290734147
378,0.598727939541213
379,0.702046461568679
380,0.11950692818388768
381,0.9263375793224123
382,0.34886520634957263
383,0.17768117179837264
384,0.18830582914764574
385,0.90965310120155
386,0.6732348081082109
387,0.5876025331939903
388,0.9494499291112201
389,0.8029817749584841
390,0.6076412345395674
391,0.12820711740493007
392,0.0365804456749795
393,0.7184108189487519
394,0.16302634914190717
395,0.07899280782554638
396,0.4156140297814596
397,0.7401110867449164
398,0.008945687031357123
399,0.161511995850433
400,0.537194193098126
401,0.1505826896519386
402,0.016812475807867336
403,0.5137589729840938
404,0.36210285337150405
405,0.4485359740494459
406,0.06625512307719639
407,0.07033279218195683
408,0.8234657052245404
409,0.1834221353286521
410,0.3128741598858932
411,0.4540080801026116
412,0.13246496457166257
413,0.3992072921716527
414,0.1769953095890434
415,0.3562716582607705
416,0.024128040386463316
417,0.8423682562017845
418,0.3594875959714694
419,0.49391230133890524
420,0.09004324886670452
421,0.5479526236639739
422,0.5849794628046269
423,0.06561672396302386
424,0.6483350663941206
425,0.4257339781520484
426,0.03258830249293477
427,0.10110613802793496
428,0.24991092594004988
429,0.1685022836618833
430,0.24086123853193456
431,0.12297992835436901
432,0.16715126902747615
433,0.10230463916122717
434,0.04704993985589916
435,0.11337146342578197
436,0.032678164887793154
437,0.3518521635735855
438,0.0050976180550344145
439,0.03906740343879041
440,0.07157849844501235
441,0.5532844976620521
442,0.16811067826125847
443,0.1229157269463412
444,0.051933653167830524
445,0.19327217145039088
446,0.04325010850872449
447,0.058522897348369914
448,0.3669342505570446
449,0.1240558723437233
450,0.5705790837986293
451,0.13809168989544351
452,0.27638458239711244
453,0.962046558565823
454,0.4265376218731385
455,0.7684620706740286
456,0.07918039572566155
457,0.7326185075177083
458,0.4963488333776583
459,0.8151244147361774
460,0.1905929323748837
461,0.06015551403339391
462,0.17176561065919324
463,0.7528477242568068
464,0.6080563585206719
465,0.7092630699462438
466,0.6934089214210702
467,0.9532773716613642
468,0.12284357746317438
469,0.2684316843333523
470,0.06509144428154667
